name,info
Arm Pump week 1,"[{'exercise': 'Tricep Rope Extension', 'sets': 5, 'reps': [10, 10, 10, 10, 10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}]"
Arm Pump week 2,"[{'exercise': 'Tricep Rope Extension', 'sets': 6, 'reps': [10, 10, 10, 10, 10, 10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 6, 'reps': [8, 8, 8, 8, 8, 8]}]"
Dynamic Warm Up and Acceleration Realization wk1,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm Up and Acceleration Realization wk2,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm Up and Acceleration Realization wk3,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm Up and Acceleration Realization wk4,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Change of Direction Realization wk1,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Change of Direction Realization wk2,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Change of Direction Realization wk3,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Change of Direction Realization wk4,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Acceleration Warm Up Realization/Peak wk1,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Acceleration Warm Up Realization/Peak wk2,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Acceleration Warm Up Realization/Peak wk3,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Acceleration Warm Up Realization/Peak wk4,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Acceleration Potentiation Realization/Peak wk4,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Change of Direction Warm Up Realization/Peak wk1,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Change of Direction Warm Up Realization/Peak wk2,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Change of Direction Warm Up Realization/Peak wk3,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Change of Direction Warm Up Realization/Peak wk4,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Lower Body Strength Accessories,"[{'exercise': 'DB Stepup', 'sets': 3, 'reps': [5, 5, 5]}]"
Power Development Testing,"[{'exercise': 'Broad Jump', 'sets': 5, 'reps': [1, 1, 1, 1, 1]}]"
Taper Accessory Lower Body,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [6, 6, 6]}]"
Warm Up and Hip Mobility,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - IT Band', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}]"
Shoulders,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Chest and Back Super Set,"[{'exercise': 'Incline DB Bench Press', 'sets': 3, 'reps': [8, 8, 8]}]"
Arm Day,"[{'exercise': 'Tricep Rope Extension', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Bicep Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Tricep Rope Extension', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'DB Bicep Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Vertical Push/Pull Super Set,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Quads and Glute Super Set,"[{'exercise': 'DB Walking Lunge', 'sets': 3, 'reps': [10, 10, 10]}]"
Bodyweight Strength,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 8]}]"
Upper Body,"[{'exercise': 'DB Bent-Over Row', 'sets': 1, 'reps': [5]}, {'exercise': 'DB Bicep Curl', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'DB Bent-Over Row', 'sets': 2, 'reps': [5, 5]}]"
Speed Warm Up,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [8]}]"
Power Building,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 3]}]"
Bodyweight Strength Youth wk 1,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 8]}]"
Bodyweight Strength Youth wk2,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 8]}]"
Bodyweight Strength Youth wk3,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 8]}]"
Bodyweight Strength Youth wk4,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 8]}]"
Shoulders Max Effort,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [10, 10, 10]}]"
Max Effort Day Vertical Push Pull,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Max Effort Horizontal Push Pull,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Basic Tests for Everyone,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [1, 1, 1]}, {'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [1]}, {'exercise': 'Hex Bar Deadlift', 'sets': 1, 'reps': [1]}, {'exercise': 'Pushup', 'sets': 1, 'reps': [0]}]"
Max Strength Test,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [2, 1, 1, 1]}, {'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [2, 1, 1, 1]}, {'exercise': 'Barbell Deadlift', 'sets': 4, 'reps': [1, 1, 1, 1]}]"
Max Effort Horizontal Push/Pull,"[{'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [2, 2, 3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [6, 6, 6]}]"
Vertical Push/Pull,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 3]}, {'exercise': 'KB Upright Row', 'sets': 3, 'reps': [10, 10, 10]}]"
Horizontal Strength,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [1, 1, 3, 3]}, {'exercise': 'Pushup', 'sets': 4, 'reps': [5, 5, 3, 3]}]"
Power and Strength,"[{'exercise': 'Barbell Front Squat', 'sets': 3, 'reps': [2, 2, 2]}]"
Max Effort Vertical Push/Pull ,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 5]}]"
Max Effort Vertical Push/Pull Super Set,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [3, 3, 5]}]"
Upper Bodybuilding,"[{'exercise': 'Incline Barbell Bench Press', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Power & Strength,"[{'exercise': 'Barbell Front Squat', 'sets': 3, 'reps': [8, 8, 8]}]"
Advanced Testing,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [2, 1, 1, 1]}, {'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [1]}, {'exercise': 'Barbell Deadlift', 'sets': 1, 'reps': [1]}]"
Powerlifting Upper Accessory ,"[{'exercise': 'Pullup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Arms Super Set,"[{'exercise': 'DB Bicep Curl', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Speed,"[{'exercise': 'Running Drill - Single', 'sets': 1, 'reps': [5]}, {'exercise': 'Running Drill - Triple', 'sets': 1, 'reps': [3]}, {'exercise': 'Broad Jump', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Running Drill - Triple', 'sets': 1, 'reps': [3]}, {'exercise': 'Running Drill - Single', 'sets': 1, 'reps': [5]}]"
Strength & Power,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [5, 5, 3, 3]}]"
High Rate Power,"[{'exercise': 'Barbell Hang Clean', 'sets': 4, 'reps': [2, 1, 1, 1]}]"
Horizontal Pressing and Pulling,"[{'exercise': 'Plyo Pushup', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'DB Bent-Over Row', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
Overall Athletic Performance Test,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [1, 1, 1]}, {'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [1]}, {'exercise': 'Hex Bar Deadlift', 'sets': 1, 'reps': [1]}, {'exercise': 'Pushup', 'sets': 1, 'reps': [0]}]"
Repetition Method,"[{'exercise': 'Barbell Front Squat', 'sets': 3, 'reps': [10, 10, 10]}]"
Accessory Work Brad,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [5, 5, 5]}]"
High RFD Power Lower,"[{'exercise': 'Hex Bar Deadlift', 'sets': 5, 'reps': [2, 2, 2, 2, 2]}]"
Dynamic Warm up and Acceleration accum wk2,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm up and Acceleration accum wk3,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm up and Acceleration accum wk4,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
"Dynamic Warm Up, Rotation, and COD accum wk2","[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
"Dynamic Warm Up, Rotation, and COD accum wk3","[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
"Dynamic Warm Up, Rotation, and COD accum wk4","[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Dynamic Warm Up and Acceleration Transmutation wk1,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm Up and Acceleration Transmutation wk2,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm Up and Acceleration Transmutation wk3,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Dynamic Warm Up and Acceleration Transmutation wk4,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Acceleration Warm Up Peak wk,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Change of Direction Warm Up Peak wk,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Strength Endurance Tests,"[{'exercise': 'Pushup', 'sets': 2, 'reps': [5, 10]}]"
 Strength,"[{'exercise': 'Barbell Front Squat', 'sets': 3, 'reps': [1, 1, 1]}, {'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [2, 2, 1]}, {'exercise': 'Barbell Deadlift', 'sets': 3, 'reps': [1, 1, 1]}]"
Dynamic Effort Upper,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 3, 3]}]"
Dynamic Effort Day Vertical Push Pull,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Pullup', 'sets': 3, 'reps': [5, 5, 5]}]"
Dynamic Effort Vertical Push/Pull Super Set,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
Dynamic Effort Horizontal Push Pull,"[{'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Plyo Pushup', 'sets': 3, 'reps': [5, 5, 5]}]"
Dynamic Effort Horizontal Push/Pull,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [3, 3, 3, 3]}, {'exercise': 'Plyo Pushup', 'sets': 4, 'reps': [3, 3, 3, 3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [6, 6, 6, 6]}]"
Bench Press,"[{'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [2, 1, 2]}]"
Advanced Warm Up accumulation,"[{'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
EMOM Block,"[{'exercise': 'MB Throwdown', 'sets': 1, 'reps': [10]}]"
Youth Speed and Warm Up Transmutation Day 1,"[{'exercise': 'KB/DB Goblet Squat', 'sets': 2, 'reps': [4, 4]}, {'exercise': 'Bear Crawl - Forward', 'sets': 2, 'reps': [0, 0]}]"
Youth Speed and Warm Up Transmutation Day 2,"[{'exercise': 'KB/DB Goblet Squat', 'sets': 2, 'reps': [3, 3]}, {'exercise': 'Bear Crawl - Forward', 'sets': 2, 'reps': [0, 0]}]"
Youth Speed and Warm Up Transmutation Day 3,"[{'exercise': 'KB/DB Goblet Squat', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'Bear Crawl - Forward', 'sets': 2, 'reps': [0, 0]}]"
Fatigue Mngt ,"[{'exercise': 'Squat', 'sets': 1, 'reps': [15]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}]"
Optional Upper Accessory 1,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [10, 10, 10]}]"
Optional Lower Accessory 1,"[{'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}, {'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Lateral Lunge', 'sets': 2, 'reps': [8, 8]}]"
General Warm Up Weightlifting Accumulation Day 1,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up Weightlifting Accumulation Day 2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
RFT Block Optional,"[{'exercise': 'Pushup', 'sets': 1, 'reps': [15]}, {'exercise': 'Farmer Walks - Plates', 'sets': 1, 'reps': [0]}]"
General Warm Up 1 Weightlifting wk1,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
General Warm Up Weightlifting Accumulation Day 3,"[{'exercise': 'Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Front Lunge', 'sets': 1, 'reps': [10]}]"
Youth Strength Training Block Zero Lower Accumulation 1,"[{'exercise': '1-Leg DB SLDL', 'sets': 1, 'reps': [8]}, {'exercise': 'Pullup', 'sets': 3, 'reps': [0, 0, 0]}, {'exercise': '1-Leg DB SLDL', 'sets': 2, 'reps': [8, 8]}]"
Youth Upper Body Focused Accumulation,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'DB Bench Press', 'sets': 1, 'reps': [10]}, {'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 0]}, {'exercise': 'DB Bench Press', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Barbell Overhead Squat', 'sets': 2, 'reps': [5, 5]}]"
Day 1 Youth Movement Preparation Accum Wk2,"[{'exercise': 'Squat', 'sets': 1, 'reps': [12]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}]"
Wk 2 Youth Upper Body Focused,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'DB Bench Press', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': 'Barbell Overhead Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
Deload Youth Upper Body Focused,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [5]}, {'exercise': 'DB Bench Press', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'Barbell Overhead Squat', 'sets': 2, 'reps': [5, 5]}]"
Deload Horizontal Upper ,"[{'exercise': 'TRX Pushup', 'sets': 3, 'reps': [8, 8, 8]}]"
Deload Youth Total Body Accumulation 2,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [8, 8, 8]}]"
Lower Hypertrophy Circuit,"[{'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': '1-Leg DB SLDL', 'sets': 1, 'reps': [8]}]"
Day 2 Wk1 Adult Movement Prep Upper,"[{'exercise': 'Squat', 'sets': 1, 'reps': [12]}, {'exercise': 'Walking Lunge', 'sets': 1, 'reps': [10]}, {'exercise': 'KB/DB Goblet Squat', 'sets': 1, 'reps': [1]}, {'exercise': 'Lateral Lunge', 'sets': 1, 'reps': [8]}, {'exercise': 'Pushup', 'sets': 1, 'reps': [10]}]"
Adult Upper Hypertrophy Circuit,"[{'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [8]}, {'exercise': 'DB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Pushup', 'sets': 1, 'reps': [15]}]"
Specific Accumulation Lower Strength Day 1,"[{'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}]"
Specific Accumulation Upper Focus Week 2,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Overhead Squat', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Upper Nonspecific Accessory 1 wk3,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [8, 8, 8]}]"
Specific Accumulation Upper Focus wk3,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 4, 'reps': [8, 8, 8, 8]}, {'exercise': 'Barbell Push Press', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Barbell Overhead Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
Upper Nonspecific Accessory 1 wk4,"[{'exercise': 'KB Upright Row', 'sets': 3, 'reps': [10, 10, 10]}]"
Specific Accumulation Upper Focus wk4,"[{'exercise': 'Barbell Overhead Squat', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [5]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [8, 8, 8, 8, 8]}, {'exercise': 'Barbell Push Press', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Barbell Overhead Squat', 'sets': 5, 'reps': [3, 3, 3, 2, 2]}]"
Specific Accumulation Lower Day 2 wk2,"[{'exercise': 'Barbell Front Squat', 'sets': 8, 'reps': [3, 1, 1, 5, 5, 5, 5, 5]}]"
Specific Accumulation Lower Day 2 Wk3,"[{'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [3, 1, 1, 5, 5, 5]}]"
Upper Nonspecific Accumulation 2 wk2,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [10]}, {'exercise': 'Weighted Pullup', 'sets': 4, 'reps': [6, 6, 6, 6]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Upper Nonspecific Accumulation 2 wk3,"[{'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [10]}, {'exercise': 'Weighted Pullup', 'sets': 4, 'reps': [5, 5, 5, 5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [10, 10, 10]}]"
Accumulation Lower Max Effort wk2,"[{'exercise': 'Barbell Back Squat', 'sets': 1, 'reps': [10]}, {'exercise': 'Barbell RDL', 'sets': 1, 'reps': [8]}, {'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': 'Barbell RDL', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [10, 10, 10, 10, 10]}]"
Transmutation Comp Lifts day 2 wk 2,"[{'exercise': 'Barbell Overhead Squat', 'sets': 6, 'reps': [3, 3, 5, 3, 1, 5]}]"
Transmutation Comp Lifts day 2 wk 3,"[{'exercise': 'Barbell Overhead Squat', 'sets': 5, 'reps': [3, 3, 5, 3, 1]}]"
Transmutation Comp Lifts day 2 wk 4,"[{'exercise': 'Barbell Overhead Squat', 'sets': 6, 'reps': [3, 3, 5, 3, 1, 5]}]"
Transmutation Upper Accessory 1 wk1,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation Upper Accessory 1 wk 2,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation Upper Accessory 1 wk3,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 5]}, {'exercise': 'Barbell Push Press', 'sets': 3, 'reps': [3, 3, 3]}]"
Transmutation Upper Accessory 1 wk 4,"[{'exercise': 'Barbell Push Press', 'sets': 1, 'reps': [3]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}, {'exercise': 'Barbell Push Press', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Transmutation Comp Lifts day 1 wk1,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [3, 3, 3, 3, 2, 2, 2]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 5, 1, 1, 1, 5, 5, 5, 5, 5]}]"
Transmutation Comp Lifts day 1 wk2,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [3, 3, 3, 3, 2, 2, 2]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 5, 1, 1, 1, 5, 5, 5, 5, 5]}]"
Transmutation Comp Lifts day 1 wk3,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [3, 3, 3, 3, 2, 2, 2]}, {'exercise': 'Barbell Front Squat', 'sets': 9, 'reps': [5, 5, 1, 1, 1, 5, 5, 5, 5]}]"
Transmutation Comp Lifts day 1 wk 4,"[{'exercise': 'Snatch', 'sets': 7, 'reps': [3, 3, 3, 3, 2, 2, 2]}, {'exercise': 'Barbell Front Squat', 'sets': 10, 'reps': [5, 3, 1, 1, 1, 5, 5, 5, 5, 5]}]"
Transmutation Upper Accessory 2 wk1,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [5, 5, 5]}]"
Transmutation Upper Accessory 2 wk2,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [5, 5, 5]}]"
Transmutation Upper Accessory 2 wk3,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Transmutation Upper Accessory 2 wk4,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 1, 'reps': [5]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [5]}, {'exercise': 'Standing Barbell Military Press (Front)', 'sets': 3, 'reps': [5, 5, 5]}]"
Transmutation Powerlifting Upper Accessory Day2 Wk1,"[{'exercise': 'Pullup', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Transmutation Powerlifting Lower Day 1 Wk2,"[{'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Transmutation Powerlifting Lower Day 1 Wk3,"[{'exercise': 'TRX Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Transmutation Powerlifting Lower Day 1 Wk4,"[{'exercise': 'TRX Hamstring Curl', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Transmutation Powerlifting Upper Day 1 Wk2,"[{'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [5]}, {'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 2, 'reps': [5, 5]}]"
Transmutation Powerlifting Upper Day 1 Wk3,"[{'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 1, 'reps': [5]}, {'exercise': 'KB Upright Row', 'sets': 1, 'reps': [8]}, {'exercise': 'Barbell Bent-Over Row', 'sets': 2, 'reps': [5, 5]}]"
